id,name,genres,year,countries,directors,actors,duration_minutes,plot,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,processed_rating,poster_path
188,Raiders of the Lost Ark,"冒险史诗,探索,沙漠冒险片,环球旅行冒险片,冒险,行动",1981.0,United States,Steven Spielberg,"Top cast71,Edit,Harrison Ford,Indy,Karen Allen",115.0,"In 1936, archaeologist Indiana Jones is tasked by Army Intelligence to help locate a legendary ancient power, the Ark of Covenant, before the Nazis get it first.",23.5,26.4,28.6,13.8,4.2,1.5,0.6,0.4,0.3,0.6,8.4,data/imdb_posters/188.jpg
189,Star Wars: Episode V - The Empire Strikes Back,"冒险史诗,剑与魔法,动作史诗,反乌托邦科幻,史诗,太空科幻,奇幻史诗,悲剧,探索,科幻史诗",1980.0,United States,Irvin Kershner,"Top cast99+,Edit,Mark Hamill,Luke Skywalker,Harrison Ford",124.0,"After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.",33.7,27.4,21.9,9.8,3.2,1.4,0.6,0.4,0.3,1.3,8.7,data/imdb_posters/189.jpg
190,Indiana Jones and the Last Crusade,"冒险史诗,探索,沙漠冒险片,环球旅行冒险片,冒险,行动",1989.0,"United States,Italy,Spain,United Kingdom,Jordan",Steven Spielberg,"Top cast77,Edit,Harrison Ford,Indiana Jones,Sean Connery",127.0,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",18.5,24.1,32.5,16.3,4.9,1.7,0.7,0.4,0.3,0.6,8.2,data/imdb_posters/190.jpg
191,The Lord of the Rings: The Two Towers,"冒险史诗,剑与魔法,动作史诗,史诗,奇幻史诗,探索,黑暗奇幻,冒险,幻想,戏剧",2002.0,"New Zealand,United States",Peter Jackson,"Top cast99+,Edit,Elijah Wood,Frodo,Ian McKellen",179.0,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",36.1,28.2,20.5,8.4,2.9,1.3,0.6,0.4,0.4,1.3,8.8,data/imdb_posters/191.jpg
192,La vita è bella,"心理剧情片,悲剧,悲剧爱情,时代剧,爱情喜剧,喜剧,戏剧,战争,爱情片",1997.0,Italy,Roberto Benigni,"Top cast57,Edit,Roberto Benigni,Guido,Nicoletta Braschi",116.0,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",31.8,30.3,21.6,8.9,3.1,1.5,0.7,0.5,0.4,1.2,8.6,data/imdb_posters/192.jpg
193,American History X,"心理剧情片,悲剧,监狱剧情片,戏剧,犯罪",1998.0,United States,Tony Kaye,"Top cast57,Edit,Edward Norton,Derek,Edward Furlong",119.0,A white supremacist is released from prison a changed man and hopes to prevent his younger brother from following in his footsteps.,21.4,32.3,29.0,11.4,3.1,1.1,0.5,0.3,0.2,0.6,8.5,data/imdb_posters/193.jpg
194,Tengoku to jigoku,"警察办案,惊悚片,戏剧,推理片,犯罪",1963.0,Japan,Akira Kurosawa,"Top cast52,Edit,Toshirô Mifune,Kingo Gondô,Yutaka Sada",143.0,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,22.6,26.3,28.8,11.6,3.8,1.8,0.8,0.7,0.9,2.7,8.4,data/imdb_posters/194.jpg
195,Terminator 2: Judgment Day,"人工智能,动作史诗,反乌托邦科幻,时空旅行,科幻史诗,赛博朋克,冒险,科幻,行动",1991.0,"United States,France",James Cameron,"Top cast72,Edit,Arnold Schwarzenegger,The Terminator,Linda Hamilton",137.0,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",25.8,27.5,26.7,12.6,4.0,1.5,0.6,0.3,0.2,0.6,8.6,data/imdb_posters/195.jpg
196,L.A. Confidential,"Whodunnit,悬疑推理,时代剧,硬汉侦探,警察剧情片,警察办案,阴谋惊悚片,惊悚片,戏剧,推理片",1997.0,United States,Curtis Hanson,"Top cast99+,Edit,Kevin Spacey,Jack Vincennes,Russell Crowe",138.0,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",16.2,26.3,33.0,16.0,4.8,1.7,0.8,0.4,0.3,0.6,8.2,data/imdb_posters/196.jpg
197,The Kid,"拍档喜剧,闹剧,喜剧,家庭,戏剧",1921.0,United States,Charles Chaplin,"Top cast68,Edit,Charles Chaplin,A Tramp,Edna Purviance",68.0,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",21.2,22.8,30.9,14.3,4.7,2.3,1.1,0.5,0.5,1.6,8.2,data/imdb_posters/197.jpg
198,Prisoners,"心理惊悚片,悬疑推理,惊悚片,戏剧,推理片,犯罪",2013.0,United States,Denis Villeneuve,"Top cast72,Edit,Hugh Jackman,Keller Dover,Jake Gyllenhaal",153.0,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,15.1,26.4,36.1,15.9,4.0,1.2,0.5,0.3,0.2,0.4,8.2,data/imdb_posters/198.jpg
199,Idi i smotri,"史诗,心理剧情片,悲剧,战争史诗,时代剧,惊悚片,戏剧,战争",1985.0,Soviet Union,Elem Klimov,"Top cast34,Edit,Aleksey Kravchenko,Flyora Gayshun,Olga Mironova",142.0,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",29.6,22.0,23.7,11.7,4.7,2.6,1.3,0.9,0.8,2.7,8.3,data/imdb_posters/199.jpg
200,M - Eine Stadt sucht einen Mörder,"心理惊悚片,悬疑推理,连环杀手,惊悚片,推理片,犯罪",1931.0,Germany,Fritz Lang,"Top cast79,Edit,Peter Lorre,Hans Beckert,Ellen Widmann",117.0,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",22.0,23.9,27.1,13.9,5.3,2.6,1.3,0.8,0.6,2.5,8.3,data/imdb_posters/200.jpg
201,Singin' in the Rain,"愉悦爱情,点唱机音乐剧,爱情喜剧,经典音乐剧,讽刺,喜剧,爱情片,音乐剧",1952.0,United States,"Stanley Donen,Gene Kelly","Top cast99+,Edit,Gene Kelly,Don Lockwood,Donald O'Connor",103.0,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,25.1,22.4,26.4,14.4,5.6,2.5,1.2,0.6,0.4,1.4,8.3,data/imdb_posters/201.jpg
202,Ran,"史诗,悲剧,战争史诗,时代剧,武士,戏剧,战争,行动",1985.0,"Japan,France",Akira Kurosawa,"Top cast40,Edit,Tatsuya Nakadai,Lord Hidetora Ichimonji,Akira Terao",160.0,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",23.3,23.4,26.6,13.6,5.3,2.6,1.2,0.9,0.7,2.4,8.2,data/imdb_posters/202.jpg
203,Ladri di biciclette,"心理剧情片,悲剧,探索,戏剧,金融剧情片",1948.0,Italy,Vittorio De Sica,"Top cast26,Edit,Lamberto Maggiorani,Antonio,Enzo Staiola",89.0,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",22.7,23.5,27.7,14.2,5.2,2.6,1.2,0.7,0.6,1.6,8.2,data/imdb_posters/203.jpg
204,Apocalypse Now,"冒险史诗,史诗,心理剧情片,悬疑推理,战争史诗,探索,硬汉侦探,戏剧,战争,推理片",1979.0,United States,Francis Ford Coppola,"Top cast63,Edit,Martin Sheen,Captain Willard,Marlon Brando",147.0,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,26.4,26.2,24.4,12.6,4.9,2.2,1.1,0.6,0.5,1.0,8.4,data/imdb_posters/204.jpg
205,Before Sunrise,"喜剧,戏剧,爱情片",1995.0,"United States,Austria",Richard Linklater,"Top cast30,Edit,Ethan Hawke,Jesse,Julie Delpy",101.0,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",20.5,22.2,30.2,16.0,5.7,2.3,1.1,0.6,0.5,1.0,8.1,data/imdb_posters/205.jpg
206,Eternal Sunshine of the Spotless Mind,"心理剧情片,暗黑爱情,戏剧,爱情片,科幻",2004.0,United States,Michel Gondry,"Top cast19,Edit,Jim Carrey,Joel Barish,Kate Winslet",108.0,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",23.2,26.0,26.5,13.7,5.1,2.2,1.1,0.7,0.5,1.1,8.3,data/imdb_posters/206.jpg
207,The General,"闹剧,冒险,喜剧,戏剧,战争,行动",1926.0,United States,"Clyde Bruckman,Buster Keaton","Top cast44,Edit,Buster Keaton,Johnnie Gray,Marion Mack",78.0,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",20.3,20.1,28.7,15.9,6.2,3.2,1.3,1.1,0.8,2.5,8.1,data/imdb_posters/207.jpg
208,Blade Runner,"人工智能,反乌托邦科幻,网络惊悚片,赛博朋克,惊悚片,戏剧,科幻,行动",1982.0,"United States,United Kingdom",Ridley Scott,"Top cast36,Edit,Harrison Ford,Deckard,Rutger Hauer",117.0,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,23.2,22.4,25.6,15.5,6.8,2.9,1.4,0.8,0.5,0.9,8.1,data/imdb_posters/208.jpg
209,Rocky,"拳击,戏剧,运动",1976.0,United States,John G. Avildsen,"Top cast56,Edit,Sylvester Stallone,Rocky,Talia Shire",120.0,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,18.7,20.3,33.2,18.1,5.6,1.9,0.7,0.4,0.3,0.7,8.1,data/imdb_posters/209.jpg
210,Mononoke-hime,"冒险史诗,动作史诗,动漫,史诗,奇幻史诗,成人动画,手绘动画,探索,超自然奇幻,黑暗奇幻",1997.0,Japan,Hayao Miyazaki,"Top cast98,Edit,Yôji Matsuda,Ashitaka,Yuriko Ishida",133.0,"While seeking to cure himself of a curse, young warrior Ashitaka stumbles into a conflict between the people of Iron Town and Princess Mononoke, a girl raised by wolves, who will stop at nothing to prevent the destruction of her home.",25.5,26.4,26.5,13.0,4.3,1.7,0.8,0.4,0.4,1.2,8.3,data/imdb_posters/210.jpg
211,1917,"史诗,战争史诗,时代剧,戏剧,战争,行动",2019.0,"United Kingdom,United States,India,Spain,Canada",Sam Mendes,"Top cast99+,Edit,Dean-Charles Chapman,Lance Corporal Blake,George MacKay",119.0,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",16.5,27.8,32.8,15.4,4.5,1.4,0.6,0.3,0.2,0.5,8.2,data/imdb_posters/211.jpg
212,Mary and Max.,"定格动画,心理剧情片,成人动画,青春成长,黑色喜剧,动画,喜剧,戏剧",2009.0,Australia,Adam Elliot,"Top cast38,Edit,Toni Collette,Mary Daisy Dinkle,Philip Seymour Hoffman",92.0,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.",19.5,23.6,30.3,15.6,5.2,2.2,0.9,0.7,0.5,1.4,8.1,data/imdb_posters/212.jpg
213,The Sixth Sense,"心理剧情片,心理惊悚片,悬疑推理,惊悚片,戏剧,推理片",1999.0,United States,M. Night Shyamalan,"Top cast61,Edit,Bruce Willis,Malcolm Crowe,Haley Joel Osment",107.0,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",16.0,24.9,33.4,16.6,5.3,1.8,0.7,0.4,0.3,0.6,8.2,data/imdb_posters/213.jpg
214,Good Will Hunting,"心理剧情片,青春成长,戏剧,爱情片",1997.0,United States,Gus Van Sant,"Top cast65,Edit,Robin Williams,Sean,Matt Damon",126.0,"A therapist counsels Will Hunting, a janitor with a genius IQ.",20.5,27.9,31.5,13.6,3.8,1.3,0.6,0.3,0.2,0.5,8.3,data/imdb_posters/214.jpg
215,Inglourious Basterds,"时代剧,黑色喜剧,冒险,戏剧,战争",2009.0,"United States,Germany",Quentin Tarantino,"Top cast86,Edit,Brad Pitt,Lt. Aldo Raine,Diane Kruger",153.0,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",20.5,29.4,28.7,12.5,4.2,1.7,0.9,0.6,0.4,1.3,8.4,data/imdb_posters/215.jpg
216,The Dark Knight Rises,"动作史诗,史诗,超级英雄,惊悚片,戏剧,犯罪,行动",2012.0,"United States,United Kingdom",Christopher Nolan,"Top cast99+,Edit,Christian Bale,Bruce Wayne,Tom Hardy",164.0,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",27.1,27.1,25.6,12.1,4.2,1.6,0.7,0.4,0.3,0.8,8.4,data/imdb_posters/216.jpg
217,Modern Times,"爱情喜剧,讽刺,闹剧,喜剧,戏剧,爱情片",1936.0,United States,Charles Chaplin,"Top cast44,Edit,Charles Chaplin,A Factory Worker,Paulette Goddard",87.0,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,25.9,27.5,26.1,11.4,3.8,1.8,0.9,0.5,0.5,1.6,8.5,data/imdb_posters/217.jpg
218,Shutter Island,"心理惊悚片,悬疑推理,惊悚片,戏剧,推理片",2010.0,"United States,Canada",Martin Scorsese,"Top cast83,Edit,Leonardo DiCaprio,Teddy Daniels,Emily Mortimer",138.0,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,18.9,27.6,31.6,14.1,4.5,1.5,0.7,0.4,0.3,0.4,8.2,data/imdb_posters/218.jpg
219,Witness for the Prosecution,"Whodunnit,律政剧情片,律政惊悚,惊悚片,戏剧,推理片,犯罪",1957.0,United States,Billy Wilder,"Top cast83,Edit,Tyrone Power,Leonard Vole,Marlene Dietrich",116.0,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,20.6,27.6,30.7,12.1,3.6,1.9,0.9,0.5,0.5,1.5,8.4,data/imdb_posters/219.jpg
220,Kimi no Na wa.,"动漫,少女动画,心理剧情片,手绘动画,动画,幻想,戏剧,爱情片",2016.0,Japan,Makoto Shinkai,"Top cast81,Edit,Ryûnosuke Kamiki,Taki Tachibana,Mone Kamishiraishi",106.0,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",30.5,25.2,24.1,12.1,4.1,1.6,0.7,0.4,0.3,1.2,8.4,data/imdb_posters/220.jpg
221,The Shawshank Redemption,"史诗,时代剧,监狱剧情片,戏剧",1994.0,United States,Frank Darabont,"Top cast74,Edit,Tim Robbins,Andy Dufresne,Morgan Freeman",142.0,"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.",55.0,25.8,11.8,3.7,1.1,0.6,0.3,0.2,0.2,1.4,9.3,data/imdb_posters/221.jpg
222,Oldeuboi,"单打独斗动作片,心理剧情片,心理惊悚片,黑色喜剧,惊悚片,戏剧,推理片,行动",2003.0,South Korea,Park Chan-wook,"Top cast53,Edit,Choi Min-sik,Dae-su Oh,Yoo Ji-tae",120.0,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",23.4,28.2,26.3,12.1,4.4,2.0,1.0,0.6,0.5,1.5,8.3,data/imdb_posters/222.jpg
223,The Big Lebowski,"大麻喜剧,拍档喜剧,毒品犯罪,讽刺,喜剧,犯罪",1998.0,"United Kingdom,United States","Joel Coen,Ethan Coen","Top cast46,Edit,Jeff Bridges,The Dude,John Goodman",117.0,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",21.5,21.4,27.0,16.6,6.9,2.8,1.3,0.8,0.6,1.1,8.1,data/imdb_posters/223.jpg
224,Ah-ga-ssi,"心理惊悚片,情色惊悚片,暗黑爱情,热辣爱情,惊悚片,戏剧,爱情片",2016.0,South Korea,Park Chan-wook,"Top cast57,Edit,Kim Min-hee,Lady Hideko,Ha Jung-woo",145.0,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune.",16.3,24.1,32.8,16.2,5.2,2.0,1.0,0.7,0.5,1.2,8.1,data/imdb_posters/224.jpg
225,"Monsters, Inc.","拍档喜剧,电脑动画,讽刺,超自然奇幻,都市冒险片,闹剧,冒险,动画,喜剧,家庭",2001.0,United States,"Pete Docter,David Silverman,Lee Unkrich","Top cast62,Edit,Billy Crystal,Mike,John Goodman",92.0,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",16.0,20.8,35.9,18.7,5.4,1.7,0.6,0.3,0.2,0.4,8.1,data/imdb_posters/225.jpg
226,The Treasure of the Sierra Madre,"悲剧,冒险,戏剧,西部片",1948.0,United States,John Huston,"Top cast32,Edit,Humphrey Bogart,Fred C. Dobbs,Walter Huston",126.0,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,19.3,22.5,30.1,15.8,5.6,2.5,1.3,0.7,0.6,1.7,8.2,data/imdb_posters/226.jpg
227,One Flew Over the Cuckoo's Nest,"医疗剧情片,心理剧情片,戏剧",1975.0,United States,Milos Forman,"Top cast40,Edit,Jack Nicholson,R.P. McMurphy,Louise Fletcher",133.0,"A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nurse.",27.5,31.7,24.8,10.1,3.0,1.2,0.5,0.3,0.2,0.8,8.7,data/imdb_posters/227.jpg
228,To Be or Not to Be,"神经喜剧,喜剧,战争,爱情片",1942.0,United States,Ernst Lubitsch,"Top cast52,Edit,Carole Lombard,Maria Tura,Jack Benny",99.0,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",20.0,21.7,29.7,14.8,5.4,2.6,1.2,1.1,0.7,2.8,8.1,data/imdb_posters/228.jpg
229,Gladiator,"冒险史诗,剑与凉鞋,动作史诗,史诗,时代剧,冒险,戏剧,行动",2000.0,"United States,United Kingdom,Malta,Morocco",Ridley Scott,"Top cast69,Edit,Russell Crowe,Maximus,Joaquin Phoenix",155.0,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,26.5,29.9,25.8,11.1,3.6,1.4,0.6,0.4,0.2,0.5,8.5,data/imdb_posters/229.jpg
230,Star Wars,"冒险史诗,剑与魔法,动作史诗,反乌托邦科幻,史诗,太空科幻,奇幻史诗,探索,科幻史诗,冒险",1977.0,United States,George Lucas,"Top cast99+,Edit,Mark Hamill,Luke Skywalker,Harrison Ford",121.0,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",30.3,26.4,23.8,11.4,3.8,1.5,0.6,0.4,0.3,1.3,8.6,data/imdb_posters/230.jpg
231,Spider-Man: No Way Home,"超级英雄,超自然奇幻,都市冒险片,冒险,幻想,科幻,行动",2021.0,United States,Jon Watts,"Top cast99+,Edit,Tom Holland,Peter Parker,Zendaya",148.0,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",30.5,20.9,23.0,14.0,5.6,2.2,1.0,0.6,0.4,1.8,8.2,data/imdb_posters/231.jpg
