id,name,genres,year,countries,directors,actors,duration_minutes,plot,rating_10,rating_9,rating_8,rating_7,rating_6,rating_5,rating_4,rating_3,rating_2,rating_1,processed_rating,poster_path
350,Codex 9/11,纪录片,2025.0,United States,Brad Zerbo,"Top cast8,Edit,Osama bin Laden,George W. Bush,Peter Jennings",154.0,Shatters and scatters the established 9/11 narrative into countless fragments.,87.7,8.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2.7,9.8,data/imdb_posters/350.jpg
351,War of the Crowns: Fashion vs Beauty,纪录片,2025.0,Australia,Charlie Mancini Morgan Mancini,"Top cast12,Edit,Lahra Avard,Self,Ebonee Deakes",61.0,"War of the Crowns offers an intimate look at Miss Diamond International, one of Australia's biggest beauty pageants, challenging the stereotypes of superficiality and cattiness. This documentary highlights the strength, resilience, and diverse perspectives of the contestants, showcasing their journeys of self-expression, personal growth, and cultural appreciation. Whi...Read all",81.0,4.8,0.0,4.8,0.0,0.0,0.0,0.0,4.8,4.8,9.8,data/imdb_posters/351.jpg
352,Charlie in Wonderland,戏剧,2024.0,India,Subhankar Adhikary,"Top cast12,Edit,Moumita Debnath,Meera,Sajal Mondal",82.0,"When Charlie a twelve years old orphan boy escapes from orphanage, his life path moves towards an uncertain future. He encounters some wonderful people on his journey. They shape his life path which intertwined with their lives also.",66.7,16.7,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/352.jpg
353,Monster,幻想,2024.0,China,Sheng Tao,,75.0,"Set in the late Ming Dynasty, the story follows three enclosed-ground hunters who are close friends: Qi Feng, Yang Shiyi, and Yun Xiaotian. They assist the people along the upper reaches of the Yellow River",84.5,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,data/imdb_posters/353.jpg
354,Stitched,"幻想,戏剧",2025.0,United States,"Zach Goodwin,Zachary Heygood","Top cast51,Edit,Denise Gossett,Older Lucille Feiler,Bryan Mittelstadt",,"A decades spanning family drama exploring the life of a former counterfeit criminal, told through the conversations held about him behind his back.",97.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,9.8,data/imdb_posters/354.jpg
355,Bela,"传记,戏剧",2025.0,India,Anilava Chattopadhyay,"Top cast12,Edit,Rituparna Sengupta,Bela Dey,Bhadra Basu",114.0,"In 1960s Kolkata, a determined woman transforms personal setbacks into triumph as she pioneers a revolutionary radio program at Akashvani, touching countless lives.",77.8,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/355.jpg
356,26 November,,2025.0,India,Sachin Shobha Urade,"Top cast10,Edit,Kishore Chougule,Bharat Ganeshpure,Jui Jawade",149.0,"Aditya, an engineer, refuses to join corrupt officials' schemes despite threats. Inspired by Dr. Ambedkar in a dream, he fights workplace abuse and social inequality, leading a movement that triumphs over powerful opposition.",45.5,0.0,4.5,0.0,0.0,9.1,9.1,0.0,4.5,27.3,9.8,data/imdb_posters/356.jpg
357,Ain't This a B,"黑色喜剧,喜剧",2025.0,United States,Bryan O'Dell,"Top cast48,Edit,Giovanni Watson,Earl,Juliah Cheree Taylor",110.0,"A struggling clown-for-hire finds himself in over his head when a petty scam to rob clients escalates into a dangerous encounter with ruthless criminals, forcing him to outwit gangsters to survive.",88.5,7.7,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/357.jpg
358,Live in Relation,戏剧,2022.0,India,Bobby Kumar,"Top cast4,Edit,Bobby Kumar,Manda,Manohar Shaikh",,"The story is a bit filmy. There is no age limit, no birth restriction. Something similar is the case of 60-year-old Phoolmati living in Jind district in Haryana (India), who fell in love with 25-year-old Golu. Both love each other and want to live together but do not want to get married so they have chosen a live-in relationship. Both have reached Jind court. It also ...Read all",95.3,0.0,0.0,0.0,1.2,0.0,0.0,1.2,1.2,1.2,9.8,data/imdb_posters/358.jpg
359,A Faith Under Siege,纪录片,2025.0,United States,Yaroslav Lodygin,,,"In a region once celebrated as the post-Soviet ""Bible Belt,"" a rapidly growing community of Evangelical and Protestant believers becomes a prime target under Russia's expanding occupation.",95.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,9.9,data/imdb_posters/359.jpg
360,Being Related to John Malkovich,纪录片,2025.0,Croatia,Luka Mavretic,"Top cast3,Edit,Luka Mavretic,Self,Valentina Mavretic",74.0,A young screenwriter and poet begins an investigation into the family myth of kinship with John Malkovich.,75.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,9.8,data/imdb_posters/360.jpg
361,The Two of Us,纪录片,2025.0,United Kingdom,Owen Ward,"Top cast15,Edit,Tim Edwards,John May,Amy Brown",86.0,"Devastated by the murder of his daughter Elle on Christmas Eve, Tim Edwards finds solace and embarks on a transformative quest for healing and self-discovery.",70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.9,data/imdb_posters/361.jpg
362,L'ultimo sparviero,历史,2016.0,Italy,Claudio Costa,"Top cast8,Edit,Cesare Palmieri,Self,Maria Teresa Pincetti",,,75.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,9.8,data/imdb_posters/362.jpg
363,Seribu Bayang Purnama,戏剧,2025.0,Indonesia,Yahdi Jamhur,"Top cast6,Edit,Marthino Lio,Putro Hari Purnomo,Givina Lukita",129.0,"A captivating family drama about a failed city dreamer who returns to his village to practice sustainable farming, only to face fierce rivalry, a forbidden romance, and an ultimate test of his ideals in a battle against a powerful family.",92.9,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,data/imdb_posters/363.jpg
364,A Knight in Tinfoil,幻想,2025.0,United States,Maverick Johnstone,"Top cast3,Edit,Madeline Cook,Elizabeth,Maverick Johnstone",,"The life of a teenager and a knight are intertwined, and come to a chaotic head.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/364.jpg
365,Dawn Dusk,纪录片,2024.0,United States,"Jason Gerber,Sarah Blue Winslow Gerber","Top cast20,Edit,Chelli Look,Self,Dave Look",92.0,"Chelli Look, a leather bag artist, faces overwhelming grief after the murder of her sister. Chelli's journey towards healing forces her to rediscover who she is as an artist, leading to a revelation that takes her in a new direction.",81.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,9.9,data/imdb_posters/365.jpg
366,Magnum 87,"纪录片,运动",2023.0,India,Praveen Semwal,"Top cast2,Edit,Prangyit Thapliyal,Prangyit (Driver),Karan Kukreti",74.0,"A team of young engineers from a Himalayan college overcome snow, hardships to make their own all-terrain vehicle and rivals to compete in a top ranked off-road racing event BAJA SAE in India.",66.7,22.2,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/366.jpg
367,Now! More! Yes!,"喜剧,纪录片",2025.0,United States,Max Hey,"Top cast8,Edit,T.W. Hansen,Miles Fox,David Manyo",75.0,"TW Hansen is a legally blind used car salesman, a landlord, and a film car coordinator living in Milwaukee. One of TW's tenants began following him with a camera after he drunkenly purchased an ambulance using his boss's money.",86.4,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,9.8,data/imdb_posters/367.jpg
368,A Better Life,戏剧,2020.0,India,Mainak Paul,"Top cast3,Edit,Supriyo Dutta,Arun Bannerjee,Mayur Paul",92.0,"A renowned novelist, Prayas Chakrabarty in his 50's is giving interview to reporters for his recent novel 'A Better Life', which is also a bestseller. During his interview, Prayas Chakrabarty says about some unforgettable incidents of his past life. In his younger days, he was a very good student and he was the topper in the subject of English but he could not mix wit...Read all",90.9,1.5,0.0,0.0,0.0,3.0,1.5,0.0,0.0,3.0,9.8,data/imdb_posters/368.jpg
369,Mother Mary,,2025.0,India,AR Vadikkal,"Top cast8,Edit,Vijay Babu,Bindhu Bala,Dayana Hameed",102.0,"After his wife leaves, James quits his US career to care for his ailing mother with memory loss in his homeland. Their relationship grows hostile as he becomes her caregiver, leading to a journey of emotional healing.",47.9,48.9,0.2,0.0,0.0,0.3,0.5,0.2,0.3,1.8,9.8,data/imdb_posters/369.jpg
370,Aakhreen Train: The Last Train,"时代剧,戏剧",2023.0,India,Susheel Gajwani,"Top cast6,Edit,Mukesh Ahuja,Amit Aswani,Mohit Budhwani",140.0,"Aakhreen Train -The Last Train', a Sindhi feature film, is about the Partition of India and its painful consequences. The film is based on a platonic love story by the legendary Sindhi Writer Shri Thakur Chawla.",60.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,9.8,data/imdb_posters/370.jpg
371,Raju Gaani Savaal,"戏剧,行动",2025.0,India,Ravinder Lelijala,"Top cast4,Edit,Ravinder Lelijala,Rittika Chakraborty,Sandya Rathod",113.0,"In the heart of old Hyderabad, Raju balances family responsibilities with his repair shop. The annual Ganesh festival becomes a turning point as neighborhood tensions escalate.",97.7,0.1,0.0,0.2,0.2,0.4,0.0,0.0,0.3,1.2,9.8,data/imdb_posters/371.jpg
372,Blackwoods,戏剧,2024.0,United States,Cam Marshall,"Top cast15,Edit,Ira Cross,Dillon,Scott R. Calmeise",75.0,"In the face of rising mental health challenges among black men, therapist Dillon leads 5 friends on a weekend retreat at a secluded cabin, where they confront their inner demons and rediscover the healing power of brotherhood in Blackwoods",62.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,9.8,data/imdb_posters/372.jpg
373,Volver a ver,惊悚片,2025.0,Spain,Daniel Zarandieta,"Top cast17,Edit,Carmen Baena,Carla,Manuel Borrego",125.0,,83.3,11.1,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/373.jpg
374,The Trees of the East,惊悚片,2018.0,United States,Mike Ellwood,"Top cast24,Edit,Pattyeffinmayo,Suzi,Parlay Pass",71.0,"A hustler in East Atlanta is rumored to have buried something in the woods before his murder. The streets are on a treasure hunt to recover the lost stash. Meanwhile, a group of assassins wreak havoc on the city.",65.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,9.8,data/imdb_posters/374.jpg
375,Earth Seasoned...#GapYear,纪录片,2017.0,United States,Molly Kreuzman,"Top cast9,Edit,Jeanette Aslanian,Self,Mike Davis",75.0,"Diagnosed with Attention Deficit Disorder, Dyslexia, and short-term memory problems, Tori finds her greatest teacher in nature, spending a ""gap year"" living semi-primitively with four other young women in the Oregon Cascade Mountains.",72.7,9.1,0.0,0.0,0.0,0.0,0.0,9.1,0.0,9.1,9.9,data/imdb_posters/375.jpg
376,President Zombie,喜剧,2025.0,United States,Michael Sarbone,"Top cast18,Edit,Celli Aquilante,Night News Reporter,Denice Dal Braccio",,"It is up to two unlikely heroes, Dave and James, to prevent the zombie apocalypse.",64.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,7.1,14.3,9.9,data/imdb_posters/376.jpg
377,Envious and Jealousy,"惊悚片,戏剧",2025.0,United Kingdom,Jeevan Singh,"Top cast19,Edit,Jordan Cover,Mickey,Darius Mcleish",,"Its not an easy time in the suburbs of London, as Josiah and his friends deal with the difficulties and emotions of everyday life.",76.9,0.0,7.7,0.0,0.0,0.0,0.0,0.0,7.7,7.7,9.8,data/imdb_posters/377.jpg
378,Yashwant,戏剧,2023.0,India,Piyush Vijay,"Top cast18,Edit,Makarand Anaspure,Pardeshi Guruji,Smita Tambe",,"After enduring the tragic loss of seven children, Jayawanti's prayers to lord Krishna, are answered when she gives birth to Yashwant.",94.6,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2.7,9.8,data/imdb_posters/378.jpg
379,Mera,家庭,2022.0,India,"K.K Rana,Uttar Kumar","Top cast3,Edit,Kavita Joshi,Megha,Uttar Kumar",,,57.1,14.3,0.0,0.0,0.0,0.0,14.3,0.0,14.3,0.0,9.8,data/imdb_posters/379.jpg
380,West of Greatness: The Story of the Westwego Muscle Boys,戏剧,2025.0,United States,Jared Cliff LaReau,"Top cast19,Edit,Elise Adams,Carole Ann,Gordy Cassel",,"In a fading Louisiana town, Jerome dreams of Hollywood while Terry seeks escape from a troubled home. United by desperation, they train for a high-stakes bodybuilding competition that becomes their shot at something more. Filmed over 18 months, West of Greatness blazes a bold new trail in cinematic storytelling, blending raw documentary with scripted drama. It's a hau...Read all",72.7,9.1,0.0,0.0,0.0,0.0,0.0,0.0,9.1,9.1,9.9,data/imdb_posters/380.jpg
381,Borderline Forever,"冒险,喜剧,音乐",2021.0,United States,Scott Wozniak,"Top cast10,Edit,Jack Douglass,Hector Andfriends,Sam Essig",64.0,Scott the Woz's everyday existence as a Stupid Nintendo Games fan is interrupted as he questions his format and realizes that a blue border has haunted him through all his videos.,88.1,3.6,3.6,0.0,1.2,0.0,0.0,0.0,1.2,2.4,9.8,data/imdb_posters/381.jpg
382,Grains of Sand,纪录片,2025.0,"Germany,United States",Sarah Gross,"Top cast2,Edit,Margot Campbell Gross,Self,R Barbara Nelle",85.0,"Two octogenarians-her mother and mother-in-law-who meet yearly to embrace their artistic identities beyond family roles, creating together as women artists.",85.7,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,data/imdb_posters/382.jpg
383,Dara: A Port Harcourt Love Story?,"青春成长,戏剧",2025.0,Nigeria,Bobby Rak,"Top cast5,Edit,Emmanuel Bless Smile Edi,Dara,Tomi Ojo",119.0,"This is a heartfelt coming of age story. Caught in the tangled web of cultism and a complex romance, Dara finds solace in his passion for dance. However, a perilous encounter threatens everything he holds dear.",81.3,6.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,6.3,9.8,data/imdb_posters/383.jpg
384,Circumcision,戏剧,2025.0,United States,Yuri Zeltser,"Top cast13,Edit,Scott Cohen,Charlie,Angela Bettis",107.0,"A disillusioned man (Scott Cohen), whose life is completely falling apart, starts to believe that his teenage son is the Messiah, destined to save the world.",91.7,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/384.jpg
385,Mi Ilustrísimo Amigo,"历史,爱情片",2024.0,Spain,Paula Cons,"Top cast21,Edit,Lucía Veiga,Emilia Pardo Bazán,Paco Déniz",80.0,,83.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,data/imdb_posters/385.jpg
386,Deep Inside,惊悚片,2022.0,India,Bharath Bhushan Nethi,"Top cast6,Edit,Ritu Biradar,Pinky,Kapil Chaudhary",101.0,,71.4,14.3,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,9.8,data/imdb_posters/386.jpg
387,Unearth,纪录片,2024.0,United States,"Hunter Nolan,Auberin Strickland,Dunedin Strickland","Top cast6,Edit,Alexanna Salmon,Self,Christina Salmon",93.0,"Amid the race for critical minerals, commercial fishermen and Indigenous leaders confront North America's largest-ever copper mine in Bristol Bay, Alaska, exposing industry recklessness while demonstrating the power of community activism.",71.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,9.8,data/imdb_posters/387.jpg

